Ship,Mode,Segment,Country,City,State,Postal,Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,,
Standard,Class,Consumer,United,States,West,Jordan,Utah,84084,West,Office,Supplies,Binders,91.68,5,,
Standard,Class,Consumer,United,States,Brownsville,Texas,78521,Central,Furniture,Bookcases,327.7328,2,0.32,-14.4588,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10011,East,Office,Supplies,Binders,17.6418,
Standard,Class,Consumer,United,States,New,York,City,New,York,10011,East,Office,Supplies,Paper,8.073,
Standard,Class,Home,Office,United,States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,254.352,3,0.2,,
Same,Day,Corporate,United,States,Billings,Montana,59102,West,Office,Supplies,Binders,8.288,2,0.2,,
Standard,Class,Consumer,United,States,Chesapeake,Virginia,23320,South,Furniture,Chairs,504.9,5,0,80.784,,
Standard,Class,Corporate,United,States,Gresham,Oregon,97030,West,Technology,Phones,403.168,4,0.2,25.198,,
Standard,Class,Corporate,United,States,Lincoln,Park,Michigan,48146,Central,Furniture,Bookcases,194.32,4,0,,
Standard,Class,Corporate,United,States,Lincoln,Park,Michigan,48146,Central,Office,Supplies,Art,25.99,1,,
Standard,Class,Consumer,United,States,Gresham,Oregon,97030,West,Furniture,Chairs,195.136,4,0.2,-12.196,,
Standard,Class,Home,Office,United,States,Philadelphia,Pennsylvania,19143,East,Office,Supplies,Paper,20.736,4,,
Standard,Class,Consumer,United,States,Monroe,Louisiana,71203,South,Technology,Accessories,53.7,6,0,10.203,,
Standard,Class,Consumer,United,States,Monroe,Louisiana,71203,South,Office,Supplies,Binders,36.26,7,0,,
Standard,Class,Consumer,United,States,Monroe,Louisiana,71203,South,Office,Supplies,Art,56.3,2,0,,
Standard,Class,Consumer,United,States,Monroe,Louisiana,71203,South,Office,Supplies,Paper,32.4,5,0,,
Standard,Class,Consumer,United,States,Monroe,Louisiana,71203,South,Furniture,Furnishings,29.16,2,0,10.7892,,
Standard,Class,Corporate,United,States,Pasadena,California,91104,West,Furniture,Tables,171.288,3,0.2,-6.4233,,
Standard,Class,Consumer,United,States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,16.72,5,0.2,3.344,,
Same,Day,Home,Office,United,States,Long,Beach,California,90805,West,Office,Supplies,Paper,12.96,,
Same,Day,Home,Office,United,States,Long,Beach,California,90805,West,Office,Supplies,Envelopes,22.18,,
Same,Day,Home,Office,United,States,Long,Beach,California,90805,West,Furniture,Chairs,2054.272,8,,
Second,Class,Consumer,United,States,Troy,Ohio,45373,East,Technology,Phones,1022.97,5,0.4,-255.7425,,
Second,Class,Home,Office,United,States,Minneapolis,Minnesota,55407,Central,Office,Supplies,Art,13.9,5,,
Second,Class,Home,Office,United,States,Minneapolis,Minnesota,55407,Central,Office,Supplies,Paper,26.38,1,,
Standard,Class,Consumer,United,States,Seattle,Washington,98105,West,Office,Supplies,Binders,43.176,7,0.2,,
First,Class,Home,Office,United,States,Columbus,Georgia,31907,South,Furniture,Tables,411.8,2,0,,
First,Class,Home,Office,United,States,Columbus,Georgia,31907,South,Technology,Accessories,360,4,0,,
Standard,Class,Home,Office,United,States,Meridian,Idaho,83642,West,Furniture,Furnishings,41.96,2,0,,
Standard,Class,Home,Office,United,States,Meridian,Idaho,83642,West,Office,Supplies,Appliances,227.84,4,,
Standard,Class,Home,Office,United,States,Meridian,Idaho,83642,West,Office,Supplies,Paper,37.94,2,,
Second,Class,Home,Office,United,States,Detroit,Michigan,48227,Central,Technology,Phones,517.9,2,0,,
Second,Class,Home,Office,United,States,Detroit,Michigan,48227,Central,Office,Supplies,Binders,5.28,2,,
Standard,Class,Corporate,United,States,Chicago,Illinois,60623,Central,Technology,Copiers,2799.96,5,0.2,874.9875,,
Second,Class,Corporate,United,States,San,Francisco,California,94110,West,Office,Supplies,Envelopes,8.96,2,,
Second,Class,Corporate,United,States,San,Francisco,California,94110,West,Office,Supplies,Labels,31.5,10,,
Second,Class,Corporate,United,States,San,Francisco,California,94110,West,Furniture,Furnishings,30.56,2,0,,
Second,Class,Corporate,United,States,San,Francisco,California,94110,West,Furniture,Tables,24.368,2,0.2,,
Standard,Class,Corporate,United,States,Newark,Ohio,43055,East,Technology,Accessories,119.976,3,0.2,22.4955,,
Standard,Class,Consumer,United,States,Dallas,Texas,75081,Central,Office,Supplies,Paper,26.88,8,0.2,,
First,Class,Corporate,United,States,Newark,Delaware,19711,East,Technology,Phones,83.97,3,0,23.5116,,
First,Class,Corporate,United,States,Newark,Delaware,19711,East,Technology,Accessories,104.97,3,0,7.3479,,
Second,Class,Home,Office,United,States,Albuquerque,New,Mexico,87105,West,Office,Supplies,Storage,90.8,,
Second,Class,Home,Office,United,States,Albuquerque,New,Mexico,87105,West,Technology,Phones,140.736,8,,
Second,Class,Home,Office,United,States,Albuquerque,New,Mexico,87105,West,Technology,Accessories,214.95,5,,
Second,Class,Home,Office,United,States,Albuquerque,New,Mexico,87105,West,Office,Supplies,Paper,45.36,,
Second,Class,Home,Office,United,States,Albuquerque,New,Mexico,87105,West,Office,Supplies,Paper,288.24,,
Same,Day,Home,Office,United,States,Toledo,Ohio,43615,East,Office,Supplies,Appliances,663.936,4,,
Standard,Class,Corporate,United,States,Newark,Delaware,19711,East,Office,Supplies,Storage,2934.33,7,0,,
Standard,Class,Corporate,United,States,Newark,Delaware,19711,East,Furniture,Furnishings,124.41,3,0,14.9292,,
Standard,Class,Corporate,United,States,Newark,Delaware,19711,East,Office,Supplies,Art,57.75,5,0,,
First,Class,Consumer,United,States,Los,Angeles,California,90045,West,Office,Supplies,Storage,114.46,2,,
Standard,Class,Consumer,United,States,Los,Angeles,California,90032,West,Furniture,Bookcases,120.666,2,0.15,,
Standard,Class,Home,Office,United,States,Dallas,Texas,75217,Central,Office,Supplies,Storage,342.864,3,,
Standard,Class,Home,Office,United,States,Dallas,Texas,75217,Central,Furniture,Furnishings,16.74,5,0.6,,
Standard,Class,Home,Office,United,States,Dallas,Texas,75217,Central,Furniture,Chairs,981.372,2,0.3,,
Standard,Class,Home,Office,United,States,San,Diego,California,92037,West,Office,Supplies,Art,31.84,,
First,Class,Home,Office,United,States,Apple,Valley,California,92307,West,Office,Supplies,Paper,12.96,,
First,Class,Home,Office,United,States,Apple,Valley,California,92307,West,Technology,Phones,43.176,3,,
Standard,Class,Home,Office,United,States,Louisville,Kentucky,40214,South,Office,Supplies,Binders,58.34,2,,
Standard,Class,Home,Office,United,States,Louisville,Kentucky,40214,South,Technology,Phones,539.97,3,0,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10024,East,Office,Supplies,Binders,1.3257,
Standard,Class,Consumer,United,States,Houston,Texas,77070,Central,Office,Supplies,Binders,252.784,4,0.8,,
Standard,Class,Consumer,United,States,Houston,Texas,77070,Central,Technology,Accessories,127.984,2,0.2,15.998,,
Standard,Class,Consumer,United,States,Houston,Texas,77070,Central,Furniture,Furnishings,3.984,2,0.6,-2.6892,,
Standard,Class,Consumer,United,States,Houston,Texas,77070,Central,Office,Supplies,Appliances,12.992,2,0.8,,
Second,Class,Home,Office,United,States,Henderson,Kentucky,42420,South,Furniture,Furnishings,61,5,0,,
Second,Class,Home,Office,United,States,Henderson,Kentucky,42420,South,Technology,Phones,671.93,7,0,,
Standard,Class,Consumer,United,States,Newark,Delaware,19711,East,Office,Supplies,Binders,447.86,7,0,,
Standard,Class,Consumer,United,States,Newark,Delaware,19711,East,Technology,Phones,479.95,5,0,129.5865,,
Standard,Class,Consumer,United,States,Newark,Delaware,19711,East,Office,Supplies,Paper,166.44,3,0,,
Same,Day,Consumer,United,States,Bolingbrook,Illinois,60440,Central,Office,Supplies,Supplies,31.68,4,0.2,,
Same,Day,Consumer,United,States,Bolingbrook,Illinois,60440,Central,Office,Supplies,Paper,10.368,2,0.2,,
Same,Day,Consumer,United,States,Bolingbrook,Illinois,60440,Central,Office,Supplies,Fasteners,12.032,8,0.2,,
Same,Day,Consumer,United,States,Bolingbrook,Illinois,60440,Central,Office,Supplies,Appliances,5.768,2,0.8,,
Standard,Class,Corporate,United,States,Fort,Worth,Texas,76106,Central,Office,Supplies,Labels,33.12,4,,
Standard,Class,Corporate,United,States,Fort,Worth,Texas,76106,Central,Furniture,Bookcases,220.2656,4,0.32,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10024,East,Office,Supplies,Binders,3.5022,
Standard,Class,Consumer,United,States,New,York,City,New,York,10024,East,Furniture,Bookcases,242.352,,
Second,Class,Corporate,United,States,Providence,Rhode,Island,2908,East,Office,Supplies,Supplies,695.16,6,,
Second,Class,Corporate,United,States,Providence,Rhode,Island,2908,East,Furniture,Bookcases,220.98,1,0,,
Standard,Class,Home,Office,United,States,Columbus,Ohio,43229,East,Office,Supplies,Binders,12.957,7,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10024,East,Office,Supplies,Paper,11.556,
Standard,Class,Corporate,United,States,Houston,Texas,77070,Central,Office,Supplies,Labels,15.712,4,0.2,,
Standard,Class,Home,Office,United,States,Aurora,Illinois,60505,Central,Office,Supplies,Storage,298.464,6,,
Standard,Class,Consumer,United,States,Springfield,Missouri,65807,Central,Office,Supplies,Paper,21.93,3,0,,
Standard,Class,Consumer,United,States,Springfield,Missouri,65807,Central,Office,Supplies,Storage,242.94,3,0,,
Standard,Class,Consumer,United,States,Springfield,Missouri,65807,Central,Office,Supplies,Paper,7.64,1,0,,
Standard,Class,Consumer,United,States,Springfield,Missouri,65807,Central,Office,Supplies,Paper,51.84,8,0,,
Standard,Class,Consumer,United,States,Springfield,Missouri,65807,Central,Office,Supplies,Storage,265.17,1,0,,
Standard,Class,Consumer,United,States,Seattle,Washington,98105,West,Technology,Machines,837.6,3,0.2,62.82,,
Standard,Class,Consumer,United,States,Seattle,Washington,98105,West,Office,Supplies,Envelopes,135.9,5,0,,
Standard,Class,Consumer,United,States,Seattle,Washington,98105,West,Office,Supplies,Paper,34.68,6,0,,
Standard,Class,Consumer,United,States,Seattle,Washington,98105,West,Furniture,Chairs,532.704,6,0.2,-39.9528,,
Standard,Class,Consumer,United,States,Seattle,Washington,98105,West,Office,Supplies,Appliances,43.1,5,0,,
Standard,Class,Consumer,United,States,Seattle,Washington,98105,West,Office,Supplies,Supplies,15.88,4,0,,
First,Class,Corporate,United,States,Lakeland,Florida,33801,South,Furniture,Chairs,1123.92,5,0.2,-182.637,,
First,Class,Corporate,United,States,Lakeland,Florida,33801,South,Technology,Phones,249.584,2,0.2,31.198,,
First,Class,Corporate,United,States,Lakeland,Florida,33801,South,Furniture,Furnishings,48.672,3,0.2,7.3008,,
First,Class,Corporate,United,States,Lakeland,Florida,33801,South,Office,Supplies,Art,60.768,2,0.2,,
First,Class,Corporate,United,States,Lakeland,Florida,33801,South,Office,Supplies,Binders,78.6,5,0.7,,
First,Class,Corporate,United,States,Lakeland,Florida,33801,South,Office,Supplies,Binders,3.768,2,0.7,,
First,Class,Corporate,United,States,Lakeland,Florida,33801,South,Office,Supplies,Storage,1036.624,2,0.2,,
First,Class,Corporate,United,States,Lakeland,Florida,33801,South,Office,Supplies,Storage,563.808,4,0.2,,
Standard,Class,Consumer,United,States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,258.528,2,0.4,-47.3968,,
Standard,Class,Consumer,United,States,New,York,City,New,York,10011,East,Office,Supplies,Paper,23.0864,
First,Class,Home,Office,United,States,Los,Angeles,California,90049,West,Furniture,Furnishings,44.46,2,,
First,Class,Home,Office,United,States,Los,Angeles,California,90049,West,Furniture,Chairs,241.568,2,,
First,Class,Home,Office,United,States,Los,Angeles,California,90049,West,Technology,Accessories,395,5,,
First,Class,Home,Office,United,States,Los,Angeles,California,90049,West,Technology,Phones,627.168,4,,
First,Class,Corporate,United,States,Oceanside,New,York,11572,East,Furniture,Furnishings,13.28,2,0,,
First,Class,Corporate,United,States,Oceanside,New,York,11572,East,Office,Supplies,Binders,12.672,3,,
Standard,Class,Home,Office,United,States,Dallas,Texas,75081,Central,Office,Supplies,Binders,30.56,5,,
Standard,Class,Home,Office,United,States,Dallas,Texas,75081,Central,Office,Supplies,Storage,77.952,3,,
Standard,Class,Home,Office,United,States,Dallas,Texas,75081,Central,Technology,Phones,67.992,1,0.2,,
Standard,Class,Home,Office,United,States,Dallas,Texas,75081,Central,Office,Supplies,Envelopes,12.224,2,,
Standard,Class,Home,Office,United,States,Dallas,Texas,75081,Central,Technology,Accessories,44.784,2,0.2,,
Standard,Class,Home,Office,United,States,Dallas,Texas,75081,Central,Furniture,Furnishings,22.848,3,0.6,,
First,Class,Consumer,United,States,New,York,City,New,York,10035,East,Office,Supplies,Appliances,90.8292,
Same,Day,Corporate,United,States,San,Antonio,Texas,78207,Central,Office,Supplies,Binders,210.392,2,,
Second,Class,Consumer,United,States,Cincinnati,Ohio,45231,East,Technology,Accessories,119.96,5,0.2,35.988,,
Second,Class,Consumer,United,States,Cincinnati,Ohio,45231,East,Office,Supplies,Art,10.608,6,0.2,,
Standard,Class,Corporate,United,States,Austin,Texas,78745,Central,Furniture,Chairs,347.802,7,0.3,-24.843,,
Second,Class,Corporate,United,States,Seattle,Washington,98105,West,Furniture,Chairs,963.136,4,0.2,108.3528,,
Second,Class,Corporate,United,States,Seattle,Washington,98105,West,Technology,Phones,88.776,3,0.2,7.7679,,
Second,Class,Corporate,United,States,Los,Angeles,California,90004,West,Office,Supplies,Art,32.4,5,,
First,Class,Home,Office,United,States,New,York,City,New,York,10035,East,Office,Supplies,0,15.552
Standard,Class,Consumer,United,States,Seattle,Washington,98103,West,Office,Supplies,Labels,31.05,3,0,,
First,Class,Consumer,United,States,Newark,Ohio,43055,East,Technology,Accessories,2025.36,6,0.2,607.608,,
First,Class,Consumer,United,States,Newark,Ohio,43055,East,Technology,Machines,1799.994,2,0.7,-2639.9912,,
First,Class,Consumer,United,States,Newark,Ohio,43055,East,Technology,Phones,101.988,2,0.4,-16.998,,
First,Class,Consumer,United,States,Newark,Ohio,43055,East,Furniture,Furnishings,262.864,7,0.2,69.0018,,
Standard,Class,Corporate,United,States,Maple,Grove,Minnesota,55369,Central,Office,Supplies,Binders,735.98,2,,
Second,Class,Home,Office,United,States,Glendale,Arizona,85301,West,Office,Supplies,Paper,93.024,3,,
Standard,Class,Corporate,United,States,New,York,City,New,York,10009,East,Furniture,Tables,284.364,,
Standard,Class,Corporate,United,States,New,York,City,New,York,10009,East,Technology,Accessories,26,,
First,Class,Consumer,United,States,Jacksonville,North,Carolina,28540,South,Office,Supplies,Storage,67.64,5,,
First,Class,Consumer,United,States,Jacksonville,North,Carolina,28540,South,Technology,Accessories,119.976,3,0.2,,
Second,Class,Consumer,United,States,Houston,Texas,77070,Central,Office,Supplies,Binders,5.18,5,0.8,,
Standard,Class,Consumer,United,States,San,Francisco,California,94109,West,Office,Supplies,Envelopes,15.56,2,,
Standard,Class,Consumer,United,States,San,Francisco,California,94109,West,Office,Supplies,Envelopes,78.35,5,,
Standard,Class,Consumer,United,States,San,Francisco,California,94109,West,Office,Supplies,Art,59.52,3,,
Standard,Class,Consumer,United,States,San,Francisco,California,94109,West,Office,Supplies,Paper,38.52,9,,
Standard,Class,Consumer,United,States,San,Francisco,California,94109,West,Technology,Phones,239.984,2,0.2,,
Standard,Class,Consumer,United,States,San,Francisco,California,94109,West,Office,Supplies,Paper,19.35,3,,
First,Class,Consumer,United,States,Lansing,Michigan,48911,Central,Furniture,Furnishings,67,5,0,32.16,,
Standard,Class,Corporate,United,States,Tallahassee,Florida,32303,South,Furniture,Chairs,390.272,8,0.2,-24.392,,
Standard,Class,Corporate,United,States,Tallahassee,Florida,32303,South,Office,Supplies,Paper,62.192,13,0.2,,
Second,Class,Consumer,United,States,Columbia,South,Carolina,29203,South,Office,Supplies,Binders,23.88,6,,
Standard,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Office,Supplies,Binders,3.168,2,0.8,,
Standard,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Furniture,Chairs,528.43,5,0.3,0,,
Standard,Class,Consumer,United,States,Chicago,Illinois,60623,Central,Office,Supplies,Art,13.392,3,0.2,,
Standard,Class,Consumer,United,States,Detroit,Michigan,48227,Central,Office,Supplies,Art,181.86,7,0,,
Standard,Class,Consumer,United,States,Fort,Collins,Colorado,80525,West,Furniture,Bookcases,180.588,2,0.7,,
Standard,Class,Consumer,United,States,Fort,Collins,Colorado,80525,West,Technology,Accessories,47.984,2,0.2,,
Same,Day,Consumer,United,States,New,York,City,New,York,10024,East,Office,Supplies,Paper,9.0048,
Standard,Class,Corporate,United,States,New,York,City,New,York,10011,East,Furniture,Furnishings,20.94,,
Standard,Class,Corporate,United,States,New,York,City,New,York,10011,East,Furniture,Furnishings,58.68,,
Standard,Class,Corporate,United,States,New,York,City,New,York,10011,East,Office,Supplies,Appliances,68.823,
Second,Class,Corporate,United,States,Columbia,Maryland,21044,East,Office,Supplies,Binders,9.64,2,0,,
Second,Class,Corporate,United,States,Columbia,Maryland,21044,East,Technology,Accessories,826.62,3,0,355.4466,,
Second,Class,Corporate,United,States,Columbia,Maryland,21044,East,Office,Supplies,Storage,1633.14,9,0,,
Second,Class,Corporate,United,States,Columbia,Maryland,21044,East,Office,Supplies,Storage,544.38,3,0,,
First,Class,Corporate,United,States,Houston,Texas,77041,Central,Office,Supplies,Binders,26.046,3,0.8,,
First,Class,Corporate,United,States,Houston,Texas,77041,Central,Office,Supplies,Envelopes,74.352,3,0.2,,
Standard,Class,Corporate,United,States,Lowell,Massachusetts,1852,East,Technology,Phones,69.93,7,0,32.1678,,
Second,Class,Corporate,United,States,Woodland,California,95695,West,Office,Supplies,Labels,3.75,1,0,,
Second,Class,Corporate,United,States,Woodland,California,95695,West,Office,Supplies,Binders,20.928,4,0.2,,
